gameId,gameDateTimeEst,teamId,opponentTeamId,win,Min,PTS,FGA,FGM,FGP,TPA,TPM,TPP,FTA,FTM,FTP,AST,TOV,OREB,BLK,STL,PF,DREB,Opp_PTS,Opp_FGA,Opp_FGM,Opp_FGP,Opp_TPA,Opp_TPM,Opp_TPP,Opp_FTA,Opp_FTM,Opp_FTP,Opp_AST,Opp_TOV,Opp_BLK,Opp_STL,Opp_PF,Opp_OREB,Opp_DREB,Poss,Opp_Poss,eFG,TS,AST_Per,TOV_Rat,OREB_Per,Opp_eFG,BLK_Rat,STL_Rat,PF_Rat,Opp_TOV_Rat,DREB_Per,off_eff,def_eff,net_eff,off_rat,def_rat,net_rat
22400560,2025-01-14 22:00:00+00:00,1610612751,1610612757,1,240.0,132,90.0,49.0,0.544,41.0,19.0,0.463,18.0,15.0,0.833,36.0,11.0,10.0,2.0,11.0,21.0,34.0,114,86,39,0.453,38,17,0.447,24,19,0.792,20,17,3,8,16,13,25,98.92,100.56,0.65,0.674,0.735,11.12,0.286,0.552,1.989,10.939,20.883,16.905,0.723,133.441,113.365,20.076,119.338,99.394,218.732
22400560,2025-01-14 22:00:00+00:00,1610612757,1610612751,0,240.0,114,86.0,39.0,0.453,38.0,17.0,0.447,24.0,19.0,0.792,20.0,17.0,13.0,3.0,8.0,16.0,25.0,132,90,49,0.544,41,19,0.463,18,15,0.833,36,11,2,11,21,10,34,100.56,98.92,0.552,0.59,0.513,16.905,0.277,0.65,3.033,8.087,16.175,11.12,0.714,113.365,133.441,-20.076,96.468,88.653,185.121
22400559,2025-01-14 21:30:00+00:00,1610612742,1610612743,0,240.0,99,90.0,38.0,0.422,32.0,9.0,0.281,22.0,14.0,0.636,27.0,12.0,8.0,6.0,14.0,17.0,22.0,118,83,43,0.518,29,13,0.448,22,19,0.864,28,18,7,9,20,11,40,103.68,99.68,0.472,0.497,0.711,11.574,0.167,0.596,6.019,14.045,17.055,18.058,0.667,95.486,118.379,-22.893,95.293,125.393,220.686
22400559,2025-01-14 21:30:00+00:00,1610612743,1610612742,1,240.0,118,83.0,43.0,0.518,29.0,13.0,0.448,22.0,19.0,0.864,28.0,18.0,11.0,7.0,9.0,20.0,40.0,99,90,38,0.422,32,9,0.281,22,14,0.636,27,12,6,14,17,8,22,99.68,103.68,0.596,0.637,0.651,18.058,0.333,0.472,6.752,8.681,19.29,11.574,0.833,118.379,95.486,22.893,107.029,113.875,220.904
22400557,2025-01-14 20:00:00+00:00,1610612740,1610612741,1,240.0,119,96.0,42.0,0.438,50.0,14.0,0.28,26.0,21.0,0.808,32.0,10.0,13.0,5.0,11.0,13.0,33.0,113,102,45,0.441,43,14,0.326,12,9,0.75,31,15,6,8,19,18,39,104.44,104.28,0.51,0.554,0.762,9.575,0.25,0.51,4.795,10.549,12.466,14.384,0.647,113.941,108.362,5.579,108.715,114.602,223.318
22400557,2025-01-14 20:00:00+00:00,1610612741,1610612740,0,240.0,113,102.0,45.0,0.441,43.0,14.0,0.326,12.0,9.0,0.75,31.0,15.0,18.0,6.0,8.0,19.0,39.0,119,96,42,0.438,50,14,0.28,26,21,0.808,32,10,5,11,13,13,33,104.28,104.44,0.51,0.527,0.689,14.384,0.353,0.51,5.745,7.66,18.192,9.575,0.75,108.362,113.941,-5.579,102.378,102.067,204.445
22400558,2025-01-14 20:00:00+00:00,1610612749,1610612758,1,240.0,130,99.0,49.0,0.495,45.0,17.0,0.378,18.0,15.0,0.833,32.0,7.0,11.0,4.0,2.0,21.0,41.0,115,95,42,0.442,42,17,0.405,18,14,0.778,25,9,5,4,16,9,36,102.92,102.92,0.581,0.608,0.653,6.801,0.234,0.532,3.887,1.943,20.404,8.745,0.82,126.312,111.737,14.574,119.388,76.853,196.241
22400558,2025-01-14 20:00:00+00:00,1610612758,1610612749,0,240.0,115,95.0,42.0,0.442,42.0,17.0,0.405,18.0,14.0,0.778,25.0,9.0,9.0,5.0,4.0,16.0,36.0,130,99,49,0.495,45,17,0.378,18,15,0.833,32,7,4,2,21,11,41,102.92,102.92,0.532,0.559,0.595,8.745,0.18,0.581,4.858,3.887,15.546,6.801,0.766,111.737,126.312,-14.574,103.755,84.015,187.77
22400556,2025-01-14 19:30:00+00:00,1610612737,1610612756,1,240.0,122,98.0,43.0,0.439,41.0,17.0,0.415,26.0,19.0,0.731,22.0,12.0,20.0,3.0,10.0,21.0,34.0,117,84,43,0.512,35,13,0.371,27,18,0.667,28,13,4,10,17,6,31,101.44,102.88,0.526,0.557,0.512,11.83,0.392,0.589,2.916,9.72,20.412,12.636,0.85,120.268,113.725,6.543,103.512,95.652,199.165
22400556,2025-01-14 19:30:00+00:00,1610612756,1610612737,0,240.0,117,84.0,43.0,0.512,35.0,13.0,0.371,27.0,18.0,0.667,28.0,13.0,6.0,4.0,10.0,17.0,31.0,122,98,43,0.439,41,17,0.415,26,19,0.731,22,12,3,10,21,20,34,102.88,101.44,0.589,0.61,0.651,12.636,0.15,0.526,3.943,9.858,16.759,11.83,0.608,113.725,120.268,-6.543,102.604,101.103,203.707
22400554,2025-01-14 19:00:00+00:00,1610612739,1610612754,1,240.0,127,89.0,43.0,0.483,44.0,15.0,0.341,31.0,26.0,0.839,25.0,14.0,14.0,6.0,8.0,18.0,35.0,117,91,44,0.484,28,12,0.429,22,17,0.773,30,11,3,10,18,9,28,102.64,102.68,0.567,0.619,0.581,13.64,0.333,0.549,5.843,7.791,17.53,10.713,0.795,123.733,113.946,9.787,106.015,103.203,209.218
22400554,2025-01-14 19:00:00+00:00,1610612754,1610612739,0,240.0,117,91.0,44.0,0.484,28.0,12.0,0.429,22.0,17.0,0.773,30.0,11.0,9.0,3.0,10.0,18.0,28.0,127,89,43,0.483,44,15,0.341,31,26,0.839,25,14,6,8,18,14,35,102.68,102.64,0.549,0.581,0.682,10.713,0.205,0.567,2.923,9.743,17.537,13.64,0.667,113.946,123.733,-9.787,105.301,96.874,202.175
22400555,2025-01-14 19:00:00+00:00,1610612755,1610612760,0,240.0,102,84.0,37.0,0.44,44.0,13.0,0.295,20.0,15.0,0.75,23.0,21.0,11.0,1.0,10.0,18.0,24.0,118,81,45,0.556,36,12,0.333,18,16,0.889,32,17,4,10,22,10,28,102.8,95.92,0.518,0.55,0.622,20.428,0.282,0.63,1.043,10.425,18.766,17.723,0.706,99.222,123.019,-23.797,94.488,92.75,187.238
22400555,2025-01-14 19:00:00+00:00,1610612760,1610612755,1,240.0,118,81.0,45.0,0.556,36.0,12.0,0.333,18.0,16.0,0.889,32.0,17.0,10.0,4.0,10.0,22.0,28.0,102,84,37,0.44,44,13,0.295,20,15,0.75,23,21,1,10,18,11,24,95.92,102.8,0.63,0.664,0.711,17.723,0.294,0.518,3.891,9.728,21.401,20.428,0.718,123.019,99.222,23.797,110.551,109.429,219.98
22400553,2025-01-13 22:30:00+00:00,1610612746,1610612748,1,240.0,109,93.0,45.0,0.484,36.0,13.0,0.361,10.0,6.0,0.6,28.0,11.0,7.0,6.0,11.0,15.0,41.0,98,85,33,0.388,52,17,0.327,18,15,0.833,22,15,3,7,9,9,40,101.4,98.92,0.554,0.56,0.622,10.848,0.149,0.488,6.066,11.12,15.164,15.164,0.82,107.495,99.07,8.425,100.1,123.044,223.144
22400552,2025-01-13 22:30:00+00:00,1610612747,1610612759,0,240.0,102,87.0,39.0,0.448,44.0,14.0,0.318,16.0,10.0,0.625,24.0,19.0,15.0,4.0,9.0,17.0,25.0,126,90,48,0.533,35,13,0.371,20,17,0.85,30,10,5,16,15,12,29,98.04,96.8,0.529,0.542,0.615,19.38,0.341,0.606,4.132,9.298,17.562,10.331,0.676,104.039,130.165,-26.126,97.582,95.706,193.287
22400553,2025-01-13 22:30:00+00:00,1610612748,1610612746,0,240.0,98,85.0,33.0,0.388,52.0,17.0,0.327,18.0,15.0,0.833,22.0,15.0,9.0,3.0,7.0,9.0,40.0,109,93,45,0.484,36,13,0.361,10,6,0.6,28,11,6,11,15,7,41,98.92,101.4,0.488,0.527,0.667,15.164,0.18,0.554,2.959,6.903,8.876,10.848,0.851,99.07,107.495,-8.425,92.504,100.049,192.553
22400552,2025-01-13 22:30:00+00:00,1610612759,1610612747,1,240.0,126,90.0,48.0,0.533,35.0,13.0,0.371,20.0,17.0,0.85,30.0,10.0,12.0,5.0,16.0,15.0,29.0,102,87,39,0.448,44,14,0.318,16,10,0.625,24,19,4,9,17,15,25,96.8,98.04,0.606,0.638,0.625,10.331,0.324,0.529,5.1,16.32,15.3,19.38,0.659,130.165,104.039,26.126,114.749,133.131,247.88
22400551,2025-01-13 20:00:00+00:00,1610612745,1610612763,1,240.0,120,81.0,41.0,0.506,31.0,16.0,0.516,31.0,22.0,0.71,28.0,22.0,15.0,8.0,13.0,16.0,25.0,118,84,45,0.536,32,14,0.438,21,14,0.667,15,17,2,17,25,8,23,101.64,102.24,0.605,0.634,0.683,21.645,0.395,0.619,7.825,12.715,15.649,16.628,0.758,118.064,115.415,2.649,109.14,129.239,238.379
22400551,2025-01-13 20:00:00+00:00,1610612763,1610612745,0,240.0,118,84.0,45.0,0.536,32.0,14.0,0.438,21.0,14.0,0.667,15.0,17.0,8.0,2.0,17.0,25.0,23.0,120,81,41,0.506,31,16,0.516,31,22,0.71,28,22,8,13,16,15,25,102.24,101.64,0.619,0.633,0.333,16.628,0.242,0.605,1.968,16.726,24.597,21.645,0.605,115.415,118.064,-2.649,94.941,114.878,209.819
22400550,2025-01-13 19:30:00+00:00,1610612744,1610612761,0,240.0,101,88.0,35.0,0.398,46.0,16.0,0.348,22.0,15.0,0.682,23.0,14.0,14.0,4.0,11.0,14.0,32.0,104,86,41,0.477,29,12,0.414,15,10,0.667,28,14,9,3,18,14,30,97.68,92.6,0.489,0.517,0.657,14.333,0.318,0.547,4.32,11.879,15.119,15.119,0.696,103.399,112.311,-8.912,98.346,113.112,211.458
22400549,2025-01-13 19:30:00+00:00,1610612752,1610612765,0,240.0,119,80.0,40.0,0.5,37.0,15.0,0.405,29.0,24.0,0.828,26.0,17.0,10.0,2.0,5.0,21.0,32.0,124,92,46,0.5,34,15,0.441,18,17,0.944,20,11,2,8,21,11,28,99.76,99.92,0.594,0.641,0.65,17.041,0.263,0.582,2.002,5.004,21.017,11.009,0.744,119.286,124.099,-4.813,104.778,76.113,180.891
22400550,2025-01-13 19:30:00+00:00,1610612761,1610612744,1,240.0,104,86.0,41.0,0.477,29.0,12.0,0.414,15.0,10.0,0.667,28.0,14.0,14.0,9.0,3.0,18.0,30.0,101,88,35,0.398,46,16,0.348,22,15,0.682,23,14,4,11,14,14,32,92.6,97.68,0.547,0.562,0.683,15.119,0.304,0.489,9.214,3.071,18.428,14.333,0.682,112.311,103.399,8.912,103.007,109.905,212.912
22400549,2025-01-13 19:30:00+00:00,1610612765,1610612752,1,240.0,124,92.0,46.0,0.5,34.0,15.0,0.441,18.0,17.0,0.944,20.0,11.0,11.0,2.0,8.0,21.0,28.0,119,80,40,0.5,37,15,0.405,29,24,0.828,26,17,2,5,21,10,32,99.92,99.76,0.582,0.62,0.435,11.009,0.256,0.594,2.005,8.019,21.051,17.041,0.737,124.099,119.286,4.813,102.408,90.246,192.654
22400548,2025-01-13 19:00:00+00:00,1610612750,1610612764,1,240.0,120,83.0,41.0,0.494,37.0,14.0,0.378,31.0,24.0,0.774,20.0,18.0,14.0,6.0,8.0,15.0,39.0,106,91,40,0.44,40,17,0.425,15,9,0.6,27,11,3,13,18,8,26,100.64,100.6,0.578,0.621,0.488,17.886,0.35,0.533,5.964,7.952,14.911,10.934,0.83,119.237,105.368,13.869,100.846,107.519,208.365
22400548,2025-01-13 19:00:00+00:00,1610612764,1610612750,0,240.0,106,91.0,40.0,0.44,40.0,17.0,0.425,15.0,9.0,0.6,27.0,11.0,8.0,3.0,13.0,18.0,26.0,120,83,41,0.494,37,14,0.378,31,24,0.774,20,18,6,8,15,14,39,100.6,100.64,0.533,0.543,0.675,10.934,0.17,0.578,2.981,12.917,17.886,17.886,0.65,105.368,119.237,-13.869,100.692,109.387,210.079
22400547,2025-01-12 21:00:00+00:00,1610612756,1610612766,1,240.0,120,87.0,42.0,0.483,41.0,17.0,0.415,22.0,19.0,0.864,31.0,12.0,8.0,6.0,9.0,17.0,31.0,113,92,41,0.446,40,15,0.375,20,16,0.8,30,16,2,10,20,15,37,100.68,101.8,0.58,0.621,0.738,11.919,0.178,0.527,5.894,8.841,16.699,15.717,0.674,119.19,111.002,8.188,107.525,111.751,219.276
22400547,2025-01-12 21:00:00+00:00,1610612766,1610612756,0,240.0,113,92.0,41.0,0.446,40.0,15.0,0.375,20.0,16.0,0.8,30.0,16.0,15.0,2.0,10.0,20.0,37.0,120,87,42,0.483,41,17,0.415,22,19,0.864,31,12,6,9,17,8,31,101.8,100.68,0.527,0.561,0.732,15.717,0.326,0.58,1.986,9.932,19.865,11.919,0.822,111.002,119.19,-8.188,103.878,91.752,195.63
22400546,2025-01-12 20:00:00+00:00,1610612751,1610612762,0,265.0,111,92.0,39.0,0.424,40.0,10.0,0.25,35.0,23.0,0.657,26.0,8.0,15.0,5.0,5.0,17.0,39.0,112,90,40,0.444,44,17,0.386,20,15,0.75,25,9,6,7,30,6,35,100.4,101.8,0.478,0.517,0.667,7.968,0.3,0.539,4.912,4.912,16.699,8.841,0.867,110.558,110.02,0.538,108.601,91.512,200.113
22400546,2025-01-12 20:00:00+00:00,1610612762,1610612751,1,265.0,112,90.0,40.0,0.444,44.0,17.0,0.386,20.0,15.0,0.75,25.0,9.0,6.0,6.0,7.0,30.0,35.0,111,92,39,0.424,40,10,0.25,35,23,0.657,26,8,5,5,17,15,39,101.8,100.4,0.539,0.567,0.625,8.841,0.133,0.478,5.976,6.972,29.88,7.968,0.7,110.02,110.558,-0.538,103.267,96.436,199.703
22400542,2025-01-12 18:00:00+00:00,1610612738,1610612740,1,240.0,120,101.0,44.0,0.436,44.0,13.0,0.295,23.0,19.0,0.826,23.0,11.0,18.0,7.0,5.0,18.0,37.0,119,86,40,0.465,37,17,0.459,26,22,0.846,24,9,3,8,19,6,36,104.12,100.44,0.5,0.54,0.523,10.565,0.333,0.564,6.969,4.978,17.921,8.961,0.86,115.252,118.479,-3.227,101.284,98.501,199.786
22400543,2025-01-12 18:00:00+00:00,1610612739,1610612754,0,240.0,93,83.0,33.0,0.398,41.0,11.0,0.268,18.0,16.0,0.889,24.0,13.0,6.0,5.0,4.0,18.0,38.0,108,92,43,0.467,35,11,0.314,18,11,0.611,30,10,7,11,22,9,41,97.92,100.92,0.464,0.511,0.727,13.276,0.128,0.527,4.954,3.964,17.836,9.909,0.809,94.975,107.015,-12.04,92.135,89.423,181.558
22400542,2025-01-12 18:00:00+00:00,1610612740,1610612738,0,240.0,119,86.0,40.0,0.465,37.0,17.0,0.459,26.0,22.0,0.846,24.0,9.0,6.0,3.0,8.0,19.0,36.0,120,101,44,0.436,44,13,0.295,23,19,0.826,23,11,7,5,18,18,37,100.44,104.12,0.564,0.611,0.6,8.961,0.14,0.5,2.881,7.683,18.248,10.565,0.667,118.479,115.252,3.227,105.699,90.604,196.303
22400544,2025-01-12 18:00:00+00:00,1610612753,1610612755,1,240.0,104,80.0,39.0,0.487,30.0,7.0,0.233,28.0,19.0,0.679,23.0,16.0,12.0,9.0,10.0,23.0,29.0,99,72,33,0.458,29,12,0.414,22,21,0.955,17,16,4,10,24,3,26,96.32,94.68,0.531,0.563,0.59,16.611,0.316,0.542,9.506,10.562,24.292,16.899,0.906,107.973,104.563,3.411,98.484,131.613,230.097
22400543,2025-01-12 18:00:00+00:00,1610612754,1610612739,1,240.0,108,92.0,43.0,0.467,35.0,11.0,0.314,18.0,11.0,0.611,30.0,10.0,9.0,7.0,11.0,22.0,41.0,93,83,33,0.398,41,11,0.268,18,16,0.889,24,13,5,4,18,6,38,100.92,97.92,0.527,0.54,0.698,9.909,0.191,0.464,7.149,11.234,22.467,13.276,0.872,107.015,94.975,12.04,103.807,123.846,227.652
22400544,2025-01-12 18:00:00+00:00,1610612755,1610612753,0,240.0,99,72.0,33.0,0.458,29.0,12.0,0.414,22.0,21.0,0.955,17.0,16.0,3.0,4.0,10.0,24.0,26.0,104,80,39,0.487,30,7,0.233,28,19,0.679,23,16,9,10,23,12,29,94.68,96.32,0.542,0.606,0.515,16.899,0.094,0.531,4.153,10.382,24.917,16.611,0.684,104.563,107.973,-3.411,88.962,105.667,194.629
22400545,2025-01-12 18:00:00+00:00,1610612760,1610612764,1,240.0,136,95.0,45.0,0.474,35.0,13.0,0.371,35.0,33.0,0.943,26.0,13.0,15.0,4.0,11.0,22.0,41.0,95,83,28,0.337,46,9,0.196,33,30,0.909,20,16,6,6,23,8,31,108.4,105.52,0.542,0.616,0.578,11.993,0.326,0.392,3.791,10.425,20.849,15.163,0.837,125.461,90.03,35.431,106.114,115.243,221.357
22400545,2025-01-12 18:00:00+00:00,1610612764,1610612760,0,240.0,95,83.0,28.0,0.337,46.0,9.0,0.196,33.0,30.0,0.909,20.0,16.0,8.0,6.0,6.0,23.0,31.0,136,95,45,0.474,35,13,0.371,35,33,0.943,26,13,4,11,22,15,41,105.52,108.4,0.392,0.487,0.714,15.163,0.163,0.542,5.535,5.535,21.218,11.993,0.674,90.03,125.461,-35.431,86.248,94.17,180.418
22400541,2025-01-12 15:30:00+00:00,1610612741,1610612758,0,240.0,119,93.0,43.0,0.462,37.0,18.0,0.486,20.0,15.0,0.75,26.0,7.0,8.0,4.0,4.0,18.0,37.0,124,95,47,0.495,39,13,0.333,21,17,0.81,33,8,3,4,14,11,42,100.8,101.24,0.559,0.584,0.605,6.944,0.16,0.563,3.951,3.951,17.78,7.902,0.771,118.056,122.481,-4.426,111.874,80.837,192.711
22400541,2025-01-12 15:30:00+00:00,1610612758,1610612741,1,240.0,124,95.0,47.0,0.495,39.0,13.0,0.333,21.0,17.0,0.81,33.0,8.0,11.0,3.0,4.0,14.0,42.0,119,93,43,0.462,37,18,0.486,20,15,0.75,26,7,4,4,18,8,37,101.24,100.8,0.563,0.595,0.702,7.902,0.229,0.559,2.976,3.968,13.889,6.944,0.84,122.481,118.056,4.426,115.079,79.817,194.896
22400540,2025-01-12 15:00:00+00:00,1610612742,1610612743,0,240.0,101,85.0,35.0,0.412,34.0,12.0,0.353,25.0,19.0,0.76,27.0,12.0,8.0,5.0,7.0,20.0,29.0,112,94,46,0.489,32,7,0.219,20,13,0.65,23,13,5,6,19,15,40,100.0,100.8,0.482,0.526,0.771,12.0,0.167,0.527,4.96,6.944,19.841,12.897,0.659,101.0,111.111,-10.111,98.489,97.668,196.157
22400540,2025-01-12 15:00:00+00:00,1610612743,1610612742,1,240.0,112,94.0,46.0,0.489,32.0,7.0,0.219,20.0,13.0,0.65,23.0,13.0,15.0,5.0,6.0,19.0,40.0,101,85,35,0.412,34,12,0.353,25,19,0.76,27,12,5,7,20,8,29,100.8,100.0,0.527,0.545,0.5,12.897,0.341,0.482,5.0,6.0,19.0,12.0,0.833,111.111,101.0,10.111,99.077,99.403,198.479
22400539,2025-01-12 15:00:00+00:00,1610612749,1610612752,0,240.0,106,94.0,43.0,0.457,34.0,10.0,0.294,17.0,10.0,0.588,22.0,14.0,15.0,3.0,6.0,20.0,24.0,140,88,51,0.58,41,18,0.439,24,20,0.833,29,11,4,6,18,10,39,100.48,99.56,0.511,0.522,0.512,13.933,0.278,0.682,3.013,6.027,20.088,11.049,0.706,105.494,140.619,-35.125,93.775,79.625,173.4
22400539,2025-01-12 15:00:00+00:00,1610612752,1610612749,1,240.0,140,88.0,51.0,0.58,41.0,18.0,0.439,24.0,20.0,0.833,29.0,11.0,10.0,4.0,6.0,18.0,39.0,106,94,43,0.457,34,10,0.294,17,10,0.588,22,14,3,6,20,15,24,99.56,100.48,0.682,0.71,0.569,11.049,0.294,0.511,3.981,5.971,17.914,13.933,0.722,140.619,105.494,35.125,117.747,94.782,212.529
22400536,2025-01-11 22:00:00+00:00,1610612748,1610612757,1,240.0,119,92.0,44.0,0.478,44.0,19.0,0.432,16.0,12.0,0.75,31.0,10.0,8.0,5.0,13.0,16.0,35.0,98,95,36,0.379,45,13,0.289,19,13,0.684,24,16,6,6,15,16,35,101.04,103.36,0.582,0.601,0.705,9.897,0.186,0.447,4.837,12.577,15.48,15.48,0.686,117.775,94.814,22.961,109.454,122.62,232.074
22400536,2025-01-11 22:00:00+00:00,1610612757,1610612748,0,240.0,98,95.0,36.0,0.379,45.0,13.0,0.289,19.0,13.0,0.684,24.0,16.0,16.0,6.0,6.0,15.0,35.0,119,92,44,0.478,44,19,0.432,16,12,0.75,31,10,5,13,16,8,35,103.36,101.04,0.447,0.474,0.667,15.48,0.314,0.582,5.938,5.938,14.846,9.897,0.814,94.814,117.775,-22.961,93.272,98.632,191.905
22400535,2025-01-11 20:00:00+00:00,1610612750,1610612763,0,240.0,125,83.0,47.0,0.566,42.0,17.0,0.405,19.0,14.0,0.737,37.0,18.0,7.0,5.0,7.0,16.0,34.0,127,108,48,0.444,41,16,0.39,19,15,0.789,25,13,3,13,20,21,25,102.36,108.36000000000001,0.669,0.684,0.787,17.585,0.219,0.519,4.614,6.46,14.766,11.997,0.618,122.118,117.202,4.916,113.005,97.108,210.113
22400535,2025-01-11 20:00:00+00:00,1610612763,1610612750,1,240.0,127,108.0,48.0,0.444,41.0,16.0,0.39,19.0,15.0,0.789,25.0,13.0,21.0,3.0,13.0,20.0,25.0,125,83,47,0.566,42,17,0.405,19,14,0.737,37,18,5,7,16,7,34,108.36000000000001,102.36,0.519,0.546,0.521,11.997,0.382,0.669,2.931,12.7,19.539,17.585,0.781,117.202,122.118,-4.916,102.245,105.918,208.163
22400534,2025-01-11 19:00:00+00:00,1610612761,1610612765,0,240.0,114,92.0,40.0,0.435,38.0,16.0,0.421,27.0,18.0,0.667,27.0,12.0,15.0,3.0,12.0,21.0,30.0,123,84,44,0.524,33,19,0.576,21,16,0.762,35,15,5,8,22,7,39,100.88,101.24,0.522,0.549,0.675,11.895,0.278,0.637,2.963,11.853,20.743,14.816,0.811,113.006,121.493,-8.488,103.336,101.558,204.895
22400534,2025-01-11 19:00:00+00:00,1610612765,1610612761,1,240.0,123,84.0,44.0,0.524,33.0,19.0,0.576,21.0,16.0,0.762,35.0,15.0,7.0,5.0,8.0,22.0,39.0,114,92,40,0.435,38,16,0.421,27,18,0.667,27,12,3,12,21,15,30,101.24,100.88,0.637,0.66,0.795,14.816,0.189,0.522,4.956,7.93,21.808,11.895,0.722,121.493,113.006,8.488,111.36,99.357,210.717
22400533,2025-01-11 17:00:00+00:00,1610612756,1610612762,1,240.0,114,86.0,44.0,0.512,37.0,13.0,0.351,19.0,13.0,0.684,26.0,11.0,12.0,4.0,9.0,17.0,26.0,106,96,42,0.438,42,9,0.214,18,13,0.722,26,13,2,6,18,21,29,93.36,95.92,0.587,0.604,0.591,11.782,0.293,0.484,4.17,9.383,17.723,13.553,0.553,122.108,110.509,11.599,107.422,103.557,210.979
22400533,2025-01-11 17:00:00+00:00,1610612762,1610612756,0,240.0,106,96.0,42.0,0.438,42.0,9.0,0.214,18.0,13.0,0.722,26.0,13.0,21.0,2.0,6.0,18.0,29.0,114,86,44,0.512,37,13,0.351,19,13,0.684,26,11,4,9,17,12,26,95.92,93.36,0.484,0.51,0.619,13.553,0.447,0.587,2.142,6.427,19.28,11.782,0.707,110.509,122.108,-11.599,102.784,81.456,184.24
22400531,2025-01-10 21:00:00+00:00,1610612743,1610612751,1,240.0,124,87.0,45.0,0.517,24.0,9.0,0.375,33.0,25.0,0.758,34.0,14.0,12.0,5.0,12.0,18.0,37.0,105,90,38,0.422,45,14,0.311,19,15,0.789,26,17,5,9,24,10,29,103.52,105.36,0.569,0.611,0.756,13.524,0.293,0.5,4.746,11.39,17.084,16.135,0.787,119.784,99.658,20.125,109.834,116.781,226.615
22400531,2025-01-10 21:00:00+00:00,1610612751,1610612743,0,240.0,105,90.0,38.0,0.422,45.0,14.0,0.311,19.0,15.0,0.789,26.0,17.0,10.0,5.0,9.0,24.0,29.0,124,87,45,0.517,24,9,0.375,33,25,0.758,34,14,5,12,18,12,37,105.36,103.52,0.5,0.534,0.684,16.135,0.213,0.569,4.83,8.694,23.184,13.524,0.707,99.658,119.784,-20.125,94.576,99.791,194.367
22400530,2025-01-10 20:00:00+00:00,1610612741,1610612764,1,240.0,138,95.0,53.0,0.558,49.0,23.0,0.469,14.0,9.0,0.643,39.0,13.0,11.0,7.0,11.0,12.0,44.0,105,98,39,0.398,46,18,0.391,13,9,0.692,26,15,4,6,15,13,32,103.16,105.72,0.679,0.682,0.736,12.602,0.256,0.49,6.621,10.405,11.351,14.188,0.772,133.773,99.319,34.454,117.93,125.924,243.854
22400530,2025-01-10 20:00:00+00:00,1610612764,1610612741,0,240.0,105,98.0,39.0,0.398,46.0,18.0,0.391,13.0,9.0,0.692,26.0,15.0,13.0,4.0,6.0,15.0,32.0,138,95,53,0.558,49,23,0.469,14,9,0.643,39,13,7,11,12,11,44,105.72,103.16,0.49,0.506,0.667,14.188,0.228,0.679,3.877,5.816,14.541,12.602,0.744,99.319,133.773,-34.454,94.61,88.653,183.262
22400528,2025-01-10 19:30:00+00:00,1610612738,1610612758,0,240.0,97,84.0,34.0,0.405,41.0,11.0,0.268,22.0,18.0,0.818,22.0,15.0,8.0,7.0,5.0,14.0,35.0,114,102,44,0.431,47,18,0.383,9,8,0.889,26,9,8,11,18,16,40,100.68,98.96,0.47,0.518,0.647,14.899,0.167,0.52,7.074,5.053,14.147,9.095,0.686,96.345,115.198,-18.853,90.131,101.901,192.032
22400529,2025-01-10 19:30:00+00:00,1610612752,1610612760,0,240.0,101,96.0,37.0,0.385,31.0,4.0,0.129,23.0,23.0,1.0,18.0,10.0,16.0,3.0,7.0,15.0,27.0,126,89,48,0.539,27,14,0.519,18,16,0.889,20,15,9,9,23,8,38,100.12,103.92,0.406,0.476,0.486,9.988,0.296,0.618,2.887,6.736,14.434,14.434,0.771,100.879,121.247,-20.368,91.686,91.385,183.071
22400528,2025-01-10 19:30:00+00:00,1610612758,1610612738,1,240.0,114,102.0,44.0,0.431,47.0,18.0,0.383,9.0,8.0,0.889,26.0,9.0,16.0,8.0,11.0,18.0,40.0,97,84,34,0.405,41,11,0.268,22,18,0.818,22,15,7,5,14,8,35,98.96,100.68,0.52,0.538,0.591,9.095,0.314,0.47,7.946,10.926,17.878,14.899,0.833,115.198,96.345,18.853,106.775,129.464,236.239
22400529,2025-01-10 19:30:00+00:00,1610612760,1610612752,1,240.0,126,89.0,48.0,0.539,27.0,14.0,0.519,18.0,16.0,0.889,20.0,15.0,8.0,9.0,9.0,23.0,38.0,101,96,37,0.385,31,4,0.129,23,23,1.0,18,10,3,7,15,16,27,103.92,100.12,0.618,0.65,0.417,14.434,0.229,0.406,8.989,8.989,22.972,9.988,0.704,121.247,100.879,20.368,99.608,123.714,223.321
22400527,2025-01-10 19:00:00+00:00,1610612740,1610612755,1,240.0,123,91.0,44.0,0.484,40.0,18.0,0.45,26.0,17.0,0.654,31.0,12.0,12.0,8.0,7.0,16.0,32.0,115,91,42,0.462,38,14,0.368,19,17,0.895,23,9,3,7,25,11,31,102.44,97.36,0.582,0.6,0.705,11.714,0.279,0.538,8.217,7.19,16.434,9.244,0.744,120.07,118.118,1.952,110.215,110.522,220.737
22400525,2025-01-10 19:00:00+00:00,1610612744,1610612754,0,240.0,96,91.0,38.0,0.418,38.0,10.0,0.263,13.0,10.0,0.769,25.0,13.0,11.0,2.0,11.0,19.0,31.0,108,82,43,0.524,27,9,0.333,19,13,0.684,27,15,8,8,13,8,40,98.72,97.36,0.473,0.496,0.658,13.169,0.216,0.579,2.054,11.298,19.515,15.407,0.795,97.245,110.929,-13.684,93.525,99.401,192.927
