gameId,gameDateTimeEst,teamId,opponentTeamId,win,Min,PTS,FGA,FGM,FGP,TPA,TPM,TPP,FTA,FTM,FTP,AST,TOV,OREB,BLK,STL,PF,DREB,Opp_PTS,Opp_FGA,Opp_FGM,Opp_FGP,Opp_TPA,Opp_TPM,Opp_TPP,Opp_FTA,Opp_FTM,Opp_FTP,Opp_AST,Opp_TOV,Opp_BLK,Opp_STL,Opp_PF,Opp_OREB,Opp_DREB,Poss,Opp_Poss,eFG,TS,AST_Per,TOV_Rat,OREB_Per,Opp_eFG,BLK_Rat,STL_Rat,PF_Rat,Opp_TOV_Rat,DREB_Per,off_eff,def_eff,net_eff,off_rat,def_rat,net_rat
22200481,2022-12-23 19:30:00+00:00,1610612765,1610612737,0,240.0,105,90.0,37.0,0.411,33.0,9.0,0.273,29.0,22.0,0.759,17.0,14.0,9.0,3.0,7.0,19.0,34.0,130,92,49,0.533,34,12,0.353,24,20,0.833,30,8,8,10,20,8,40,107.76,102.56,0.461,0.511,0.459,12.992,0.184,0.598,2.925,6.825,18.526,7.8,0.81,97.439,126.755,-29.316,85.946,82.725,168.671
22200480,2022-12-23 19:00:00+00:00,1610612746,1610612755,0,240.0,114,81.0,41.0,0.506,38.0,14.0,0.368,23.0,18.0,0.783,25.0,11.0,6.0,9.0,5.0,16.0,27.0,119,88,47,0.534,29,12,0.414,14,13,0.929,31,9,3,7,20,6,33,96.12,97.16,0.593,0.626,0.61,11.444,0.154,0.602,9.263,5.146,16.468,9.263,0.818,118.602,122.478,-3.877,103.943,107.797,211.74
22200479,2022-12-23 19:00:00+00:00,1610612753,1610612759,1,240.0,133,87.0,50.0,0.575,32.0,17.0,0.531,20.0,16.0,0.8,30.0,19.0,7.0,2.0,8.0,15.0,37.0,113,97,44,0.454,38,12,0.316,18,13,0.722,28,13,6,10,18,13,25,107.8,104.92,0.672,0.694,0.6,17.625,0.219,0.515,1.906,7.625,14.297,12.39,0.74,123.377,107.701,15.676,107.539,91.424,198.963
22200480,2022-12-23 19:00:00+00:00,1610612755,1610612746,1,240.0,119,88.0,47.0,0.534,29.0,12.0,0.414,14.0,13.0,0.929,31.0,9.0,6.0,3.0,7.0,20.0,33.0,114,81,41,0.506,38,14,0.368,23,18,0.783,25,11,9,5,16,6,27,97.16,96.12,0.602,0.632,0.66,9.263,0.182,0.593,3.121,7.283,20.807,11.444,0.846,122.478,118.602,3.877,111.717,88.357,200.074
22200479,2022-12-23 19:00:00+00:00,1610612759,1610612753,0,240.0,113,97.0,44.0,0.454,38.0,12.0,0.316,18.0,13.0,0.722,28.0,13.0,13.0,6.0,10.0,18.0,25.0,133,87,50,0.575,32,17,0.531,20,16,0.8,30,19,2,8,15,7,37,104.92,107.8,0.515,0.539,0.636,12.39,0.26,0.672,5.566,9.276,16.698,17.625,0.781,107.701,123.377,-15.676,99.864,109.509,209.372
22200478,2022-12-22 21:00:00+00:00,1610612762,1610612764,1,240.0,120,86.0,42.0,0.488,35.0,16.0,0.457,21.0,20.0,0.952,16.0,11.0,8.0,3.0,5.0,16.0,32.0,112,82,46,0.561,21,7,0.333,17,13,0.765,20,11,2,5,15,3,34,98.24,97.48,0.581,0.63,0.381,11.197,0.19,0.604,3.078,5.129,16.414,11.284,0.914,122.15,114.895,7.254,98.011,85.215,183.226
22200478,2022-12-22 21:00:00+00:00,1610612764,1610612762,0,240.0,112,82.0,46.0,0.561,21.0,7.0,0.333,17.0,13.0,0.765,20.0,11.0,3.0,2.0,5.0,15.0,34.0,120,86,42,0.488,35,16,0.457,21,20,0.952,16,11,3,5,16,8,32,97.48,98.24,0.604,0.626,0.435,11.284,0.086,0.581,2.036,5.09,15.269,11.197,0.81,114.895,122.15,-7.254,96.273,80.988,177.261
22200477,2022-12-22 20:00:00+00:00,1610612740,1610612759,1,240.0,126,91.0,44.0,0.484,34.0,13.0,0.382,27.0,25.0,0.926,25.0,17.0,16.0,6.0,10.0,24.0,30.0,117,90,43,0.478,28,9,0.321,27,22,0.815,23,17,2,8,24,14,30,103.88,104.88,0.555,0.612,0.568,16.365,0.348,0.528,5.721,9.535,22.883,16.209,0.682,121.294,111.556,9.738,102.756,110.387,213.143
22200477,2022-12-22 20:00:00+00:00,1610612759,1610612740,0,240.0,117,90.0,43.0,0.478,28.0,9.0,0.321,27.0,22.0,0.815,23.0,17.0,14.0,2.0,8.0,24.0,30.0,126,91,44,0.484,34,13,0.382,27,25,0.926,25,17,6,10,24,16,30,104.88,103.88,0.528,0.574,0.535,16.209,0.318,0.555,1.925,7.701,23.104,16.365,0.652,111.556,121.294,-9.738,97.388,87.99,185.378
22200476,2022-12-21 22:30:00+00:00,1610612746,1610612766,1,240.0,126,81.0,41.0,0.506,49.0,23.0,0.469,23.0,21.0,0.913,29.0,27.0,5.0,7.0,6.0,22.0,43.0,105,92,37,0.402,31,9,0.29,29,22,0.759,25,15,2,15,18,11,29,113.12,108.76,0.648,0.691,0.707,23.868,0.147,0.451,6.436,5.517,20.228,13.792,0.796,111.386,96.543,14.843,103.543,106.999,210.543
22200476,2022-12-21 22:30:00+00:00,1610612766,1610612746,0,240.0,105,92.0,37.0,0.402,31.0,9.0,0.29,29.0,22.0,0.759,25.0,15.0,11.0,2.0,15.0,18.0,29.0,126,81,41,0.506,49,23,0.469,23,21,0.913,29,27,7,6,22,5,43,108.76,113.12,0.451,0.501,0.676,13.792,0.204,0.648,1.768,13.26,15.912,23.868,0.853,96.543,111.386,-14.843,91.928,113.307,205.234
22200475,2022-12-21 22:00:00+00:00,1610612747,1610612758,0,240.0,120,84.0,42.0,0.5,24.0,11.0,0.458,30.0,25.0,0.833,25.0,15.0,5.0,5.0,6.0,24.0,34.0,134,95,48,0.505,47,17,0.362,28,21,0.75,29,12,2,6,23,10,36,107.2,109.32,0.565,0.617,0.595,13.993,0.122,0.595,4.574,5.488,21.954,10.977,0.773,111.94,122.576,-10.636,97.046,87.657,184.703
22200475,2022-12-21 22:00:00+00:00,1610612758,1610612747,1,240.0,134,95.0,48.0,0.505,47.0,17.0,0.362,28.0,21.0,0.75,29.0,12.0,10.0,2.0,6.0,23.0,36.0,120,84,42,0.5,24,11,0.458,30,25,0.833,25,15,5,6,24,5,34,109.32,107.2,0.595,0.624,0.604,10.977,0.227,0.565,1.866,5.597,21.455,13.993,0.878,122.576,111.94,10.636,107.663,82.661,190.323
22200473,2022-12-21 20:00:00+00:00,1610612742,1610612750,1,240.0,104,75.0,34.0,0.453,39.0,13.0,0.333,27.0,23.0,0.852,17.0,13.0,7.0,3.0,6.0,12.0,32.0,99,85,42,0.494,30,8,0.267,10,7,0.7,23,13,4,7,24,8,31,92.88,94.4,0.54,0.599,0.5,13.997,0.184,0.541,3.178,6.356,12.712,13.771,0.8,111.972,104.873,7.1,94.337,96.147,190.484
22200472,2022-12-21 20:00:00+00:00,1610612745,1610612753,0,240.0,110,88.0,41.0,0.466,43.0,17.0,0.395,17.0,11.0,0.647,22.0,17.0,9.0,4.0,6.0,23.0,40.0,116,91,41,0.451,37,11,0.297,33,23,0.697,19,11,6,11,18,11,34,103.48,105.52,0.562,0.576,0.537,16.428,0.209,0.511,3.791,5.686,21.797,10.425,0.784,106.301,109.932,-3.631,94.707,88.22,182.927
22200473,2022-12-21 20:00:00+00:00,1610612750,1610612742,0,240.0,99,85.0,42.0,0.494,30.0,8.0,0.267,10.0,7.0,0.7,23.0,13.0,8.0,4.0,7.0,24.0,31.0,104,75,34,0.453,39,13,0.333,27,23,0.852,17,13,3,6,12,7,32,94.4,92.88,0.541,0.554,0.548,13.771,0.2,0.54,4.307,7.537,25.84,13.997,0.816,104.873,111.972,-7.1,94.904,96.889,191.793
22200472,2022-12-21 20:00:00+00:00,1610612753,1610612745,1,240.0,116,91.0,41.0,0.451,37.0,11.0,0.297,33.0,23.0,0.697,19.0,11.0,11.0,6.0,11.0,18.0,34.0,110,88,41,0.466,43,17,0.395,17,11,0.647,22,17,4,6,23,9,40,105.52,103.48,0.511,0.55,0.463,10.425,0.216,0.562,5.798,10.63,17.395,16.428,0.791,109.932,106.301,3.631,95.705,116.354,212.059
22200474,2022-12-21 20:00:00+00:00,1610612757,1610612760,0,240.0,98,79.0,39.0,0.494,36.0,14.0,0.389,9.0,6.0,0.667,29.0,20.0,9.0,5.0,9.0,22.0,27.0,101,77,36,0.468,24,8,0.333,25,21,0.84,19,18,3,9,16,9,28,93.96,97.0,0.582,0.591,0.744,21.286,0.243,0.519,5.155,9.278,22.68,18.557,0.75,104.3,104.124,0.176,101.771,111.309,213.08
22200474,2022-12-21 20:00:00+00:00,1610612760,1610612757,1,240.0,101,77.0,36.0,0.468,24.0,8.0,0.333,25.0,21.0,0.84,19.0,18.0,9.0,3.0,9.0,16.0,28.0,98,79,39,0.494,36,14,0.389,9,6,0.667,29,20,5,9,22,9,27,97.0,93.96,0.519,0.574,0.528,18.557,0.25,0.582,3.193,9.579,17.029,21.286,0.757,104.124,104.3,-0.176,92.238,106.962,199.2
22200468,2022-12-21 19:30:00+00:00,1610612737,1610612741,0,240.0,108,91.0,39.0,0.429,37.0,14.0,0.378,16.0,16.0,1.0,22.0,15.0,9.0,7.0,6.0,15.0,38.0,110,86,43,0.5,24,7,0.292,22,17,0.773,20,11,4,9,15,8,39,104.04,98.68,0.505,0.551,0.564,14.418,0.188,0.541,7.094,6.08,15.201,11.147,0.826,103.806,111.471,-7.665,92.153,106.876,199.029
22200469,2022-12-21 19:30:00+00:00,1610612738,1610612754,0,240.0,112,101.0,39.0,0.386,41.0,13.0,0.317,25.0,21.0,0.84,26.0,17.0,25.0,5.0,11.0,9.0,37.0,117,98,46,0.469,39,18,0.462,9,7,0.778,27,14,3,10,22,12,35,104.0,103.96,0.45,0.5,0.667,16.346,0.417,0.561,4.81,10.581,8.657,13.467,0.755,107.692,112.543,-4.851,98.2,119.479,217.679
22200468,2022-12-21 19:30:00+00:00,1610612741,1610612737,1,240.0,110,86.0,43.0,0.5,24.0,7.0,0.292,22.0,17.0,0.773,20.0,11.0,8.0,4.0,9.0,15.0,39.0,108,91,39,0.429,37,14,0.378,16,16,1.0,22,15,7,6,15,9,38,98.68,104.04,0.541,0.575,0.465,11.147,0.174,0.505,3.845,8.651,14.418,14.418,0.812,111.471,103.806,7.665,95.483,105.915,201.399
22200470,2022-12-21 19:30:00+00:00,1610612744,1610612751,0,240.0,113,83.0,41.0,0.494,33.0,12.0,0.364,25.0,19.0,0.76,32.0,21.0,9.0,1.0,6.0,14.0,27.0,143,84,54,0.643,33,21,0.636,16,14,0.875,42,15,4,10,23,3,29,106.0,103.04,0.566,0.601,0.78,19.811,0.237,0.768,0.97,5.823,13.587,14.557,0.9,106.604,138.781,-32.177,102.975,79.269,182.244
22200470,2022-12-21 19:30:00+00:00,1610612751,1610612744,1,240.0,143,84.0,54.0,0.643,33.0,21.0,0.636,16.0,14.0,0.875,42.0,15.0,3.0,4.0,10.0,23.0,29.0,113,83,41,0.494,33,12,0.364,25,19,0.76,32,21,1,6,14,9,27,103.04,106.0,0.768,0.785,0.778,14.557,0.1,0.566,3.774,9.434,21.698,19.811,0.763,138.781,106.604,32.177,119.995,105.705,225.7
22200471,2022-12-21 19:30:00+00:00,1610612752,1610612761,0,240.0,106,76.0,42.0,0.553,26.0,11.0,0.423,18.0,11.0,0.611,25.0,17.0,9.0,3.0,2.0,19.0,29.0,113,94,42,0.447,34,9,0.265,22,20,0.909,17,5,4,7,16,16,22,91.92,92.68,0.625,0.632,0.595,18.494,0.29,0.495,3.237,2.158,20.501,5.395,0.644,115.318,121.925,-6.607,104.507,70.523,175.03
22200469,2022-12-21 19:30:00+00:00,1610612754,1610612738,1,240.0,117,98.0,46.0,0.469,39.0,18.0,0.462,9.0,7.0,0.778,27.0,14.0,12.0,3.0,10.0,22.0,35.0,112,101,39,0.386,41,13,0.317,25,21,0.84,26,17,5,11,9,25,37,103.96,104.0,0.561,0.574,0.587,13.467,0.245,0.45,2.885,9.615,21.154,16.346,0.583,112.543,107.692,4.851,100.381,102.611,202.992
22200471,2022-12-21 19:30:00+00:00,1610612761,1610612752,1,240.0,113,94.0,42.0,0.447,34.0,9.0,0.265,22.0,20.0,0.909,17.0,5.0,16.0,4.0,7.0,16.0,22.0,106,76,42,0.553,26,11,0.423,18,11,0.611,25,17,3,2,19,9,29,92.68,91.92,0.495,0.545,0.405,5.395,0.356,0.625,4.352,7.615,17.406,18.494,0.71,121.925,115.318,6.607,116.689,101.071,217.76
22200466,2022-12-21 19:00:00+00:00,1610612739,1610612749,1,240.0,114,85.0,41.0,0.482,32.0,10.0,0.313,28.0,22.0,0.786,22.0,10.0,9.0,3.0,8.0,21.0,28.0,106,83,39,0.47,30,13,0.433,22,15,0.682,20,21,5,7,23,13,33,98.32,100.68,0.541,0.586,0.537,10.171,0.214,0.548,2.98,7.946,20.858,20.858,0.683,115.948,105.284,10.664,101.743,99.664,201.407
22200466,2022-12-21 19:00:00+00:00,1610612749,1610612739,0,240.0,106,83.0,39.0,0.47,30.0,13.0,0.433,22.0,15.0,0.682,20.0,21.0,13.0,5.0,7.0,23.0,33.0,114,85,41,0.482,32,10,0.313,28,22,0.786,22,10,3,8,21,9,28,100.68,98.32,0.548,0.572,0.513,20.858,0.317,0.541,5.085,7.12,23.393,10.171,0.786,105.284,115.948,-10.664,94.867,95.137,190.004
22200467,2022-12-21 19:00:00+00:00,1610612755,1610612765,1,240.0,113,93.0,41.0,0.441,37.0,11.0,0.297,22.0,20.0,0.909,27.0,12.0,13.0,7.0,8.0,23.0,36.0,93,79,31,0.392,23,6,0.261,34,25,0.735,15,22,1,6,15,11,35,101.68,104.96000000000001,0.5,0.55,0.659,11.802,0.271,0.43,6.669,7.622,21.913,20.96,0.766,111.133,88.605,22.528,101.508,121.851,223.359
22200467,2022-12-21 19:00:00+00:00,1610612765,1610612755,0,240.0,93,79.0,31.0,0.392,23.0,6.0,0.261,34.0,25.0,0.735,15.0,22.0,11.0,1.0,6.0,15.0,35.0,113,93,41,0.441,37,11,0.297,22,20,0.909,27,12,7,8,23,13,36,104.96000000000001,101.68,0.43,0.495,0.484,20.96,0.234,0.5,0.983,5.901,14.752,11.802,0.729,88.605,111.133,-22.528,80.527,82.562,163.09
22200465,2022-12-20 22:00:00+00:00,1610612743,1610612763,1,240.0,105,89.0,40.0,0.449,27.0,10.0,0.37,25.0,15.0,0.6,28.0,17.0,13.0,5.0,9.0,19.0,35.0,91,81,36,0.444,26,5,0.192,21,14,0.667,25,16,7,11,21,7,35,104.0,99.24,0.506,0.525,0.7,16.346,0.271,0.475,5.038,9.069,19.146,16.123,0.833,100.962,91.697,9.265,97.296,112.636,209.932
22200465,2022-12-20 22:00:00+00:00,1610612763,1610612743,0,240.0,91,81.0,36.0,0.444,26.0,5.0,0.192,21.0,14.0,0.667,25.0,16.0,7.0,7.0,11.0,21.0,35.0,105,89,40,0.449,27,10,0.37,25,15,0.6,28,17,5,9,19,13,35,99.24,104.0,0.475,0.504,0.694,16.123,0.167,0.506,6.731,10.577,20.192,16.346,0.729,91.697,100.962,-9.265,90.333,120.421,210.753
22200464,2022-12-20 21:00:00+00:00,1610612756,1610612764,0,240.0,110,89.0,41.0,0.461,32.0,13.0,0.406,19.0,15.0,0.789,26.0,14.0,15.0,1.0,2.0,23.0,29.0,113,80,38,0.475,27,11,0.407,37,26,0.703,22,10,4,9,14,9,32,96.36,97.28,0.534,0.565,0.634,14.529,0.319,0.544,1.028,2.056,23.643,10.28,0.763,114.155,116.16,-2.004,102.024,64.225,166.249
22200464,2022-12-20 21:00:00+00:00,1610612764,1610612756,1,240.0,113,80.0,38.0,0.475,27.0,11.0,0.407,37.0,26.0,0.703,22.0,10.0,9.0,4.0,9.0,14.0,32.0,110,89,41,0.461,32,13,0.406,19,15,0.789,26,14,1,2,23,15,29,97.28,96.36,0.544,0.587,0.579,10.28,0.237,0.534,4.151,9.34,14.529,14.529,0.681,116.16,114.155,2.004,104.048,105.915,209.963
22200462,2022-12-20 19:30:00+00:00,1610612741,1610612748,1,240.0,113,73.0,40.0,0.548,31.0,13.0,0.419,24.0,20.0,0.833,24.0,17.0,5.0,0.0,7.0,16.0,34.0,103,81,38,0.469,44,15,0.341,17,12,0.706,26,13,0,9,16,9,26,95.56,92.48,0.637,0.676,0.6,17.79,0.161,0.562,0.0,7.569,17.301,14.057,0.791,118.25,111.375,6.875,102.277,81.28,183.556
22200463,2022-12-20 19:30:00+00:00,1610612744,1610612752,0,240.0,94,74.0,35.0,0.473,35.0,12.0,0.343,13.0,12.0,0.923,23.0,20.0,4.0,2.0,3.0,22.0,25.0,132,87,45,0.517,40,17,0.425,32,25,0.781,27,12,1,8,15,14,33,95.72,99.08,0.554,0.59,0.657,20.894,0.108,0.615,2.019,3.028,22.204,12.111,0.641,98.203,133.226,-35.023,91.856,69.05,160.906
22200462,2022-12-20 19:30:00+00:00,1610612748,1610612741,0,240.0,103,81.0,38.0,0.469,44.0,15.0,0.341,17.0,12.0,0.706,26.0,13.0,9.0,0.0,9.0,16.0,26.0,113,73,40,0.548,31,13,0.419,24,20,0.833,24,17,0,7,16,5,34,92.48,95.56,0.562,0.582,0.684,14.057,0.209,0.637,0.0,9.418,16.743,17.79,0.839,111.375,118.25,-6.875,101.802,88.489,190.29
22200463,2022-12-20 19:30:00+00:00,1610612752,1610612744,1,240.0,132,87.0,45.0,0.517,40.0,17.0,0.425,32.0,25.0,0.781,27.0,12.0,14.0,1.0,8.0,15.0,33.0,94,74,35,0.473,35,12,0.343,13,12,0.923,23,20,2,3,22,4,25,99.08,95.72,0.615,0.653,0.6,12.111,0.359,0.554,1.045,8.358,15.671,20.894,0.892,133.226,98.203,35.023,113.691,98.177,211.868
22200461,2022-12-20 19:00:00+00:00,1610612762,1610612765,1,240.0,126,93.0,47.0,0.505,46.0,20.0,0.435,19.0,12.0,0.632,27.0,12.0,12.0,5.0,7.0,22.0,31.0,111,81,41,0.506,25,9,0.36,27,20,0.741,22,14,1,6,19,9,34,101.36,97.88,0.613,0.622,0.574,11.839,0.261,0.562,5.108,7.152,22.477,14.303,0.775,124.309,113.404,10.905,107.651,99.184,206.835
22200461,2022-12-20 19:00:00+00:00,1610612765,1610612762,0,240.0,111,81.0,41.0,0.506,25.0,9.0,0.36,27.0,20.0,0.741,22.0,14.0,9.0,1.0,6.0,19.0,34.0,126,93,47,0.505,46,20,0.435,19,12,0.632,27,12,5,7,22,12,31,97.88,101.36,0.562,0.598,0.537,14.303,0.225,0.613,0.987,5.919,18.745,11.839,0.739,113.404,124.309,-10.905,98.089,75.042,173.131
22200460,2022-12-19 22:00:00+00:00,1610612758,1610612766,0,240.0,119,95.0,45.0,0.474,33.0,12.0,0.364,31.0,17.0,0.548,23.0,8.0,10.0,2.0,8.0,23.0,32.0,125,95,49,0.516,31,10,0.323,23,17,0.739,26,14,7,4,25,11,45,106.64,108.12,0.537,0.548,0.511,7.502,0.182,0.568,1.85,7.399,21.273,12.949,0.744,111.59,115.612,-4.022,104.752,84.42,189.171
22200460,2022-12-19 22:00:00+00:00,1610612766,1610612758,1,240.0,125,95.0,49.0,0.516,31.0,10.0,0.323,23.0,17.0,0.739,26.0,14.0,11.0,7.0,4.0,25.0,45.0,119,95,45,0.474,33,12,0.364,31,17,0.548,23,8,2,8,23,10,32,108.12,106.64,0.568,0.595,0.531,12.949,0.256,0.537,6.564,3.751,23.443,7.502,0.818,115.612,111.59,4.022,100.913,90.055,190.967
22200459,2022-12-19 21:00:00+00:00,1610612747,1610612756,0,240.0,104,87.0,39.0,0.448,28.0,12.0,0.429,17.0,14.0,0.824,13.0,15.0,10.0,5.0,5.0,16.0,28.0,130,93,46,0.495,39,20,0.513,24,18,0.75,21,9,5,10,16,15,36,99.48,97.56,0.517,0.55,0.333,15.078,0.217,0.602,5.125,5.125,16.4,9.225,0.651,104.544,133.251,-28.708,85.928,88.145,174.074
22200459,2022-12-19 21:00:00+00:00,1610612756,1610612747,1,240.0,130,93.0,46.0,0.495,39.0,20.0,0.513,24.0,18.0,0.75,21.0,9.0,15.0,5.0,10.0,16.0,36.0,104,87,39,0.448,28,12,0.429,17,14,0.824,13,15,5,5,16,10,28,97.56,99.48,0.602,0.628,0.457,9.225,0.349,0.517,5.026,10.052,16.084,15.078,0.783,133.251,104.544,28.708,112.034,112.969,225.002
22200457,2022-12-19 20:00:00+00:00,1610612740,1610612749,0,240.0,119,99.0,42.0,0.424,45.0,18.0,0.4,24.0,17.0,0.708,30.0,15.0,17.0,0.0,9.0,20.0,27.0,128,81,45,0.556,40,13,0.325,31,25,0.806,26,18,6,8,21,8,36,107.56,104.64,0.515,0.543,0.714,13.946,0.321,0.636,0.0,8.601,19.113,17.202,0.771,110.636,122.324,-11.688,103.303,83.402,186.705
22200456,2022-12-19 20:00:00+00:00,1610612742,1610612750,0,240.0,106,76.0,31.0,0.408,45.0,19.0,0.422,31.0,25.0,0.806,23.0,16.0,8.0,5.0,5.0,23.0,34.0,116,89,42,0.472,31,12,0.387,24,20,0.833,19,11,4,5,24,9,35,97.64,101.56,0.533,0.591,0.742,16.387,0.186,0.539,4.923,4.923,22.647,10.831,0.791,108.562,114.218,-5.656,99.453,89.771,189.224
22200455,2022-12-19 20:00:00+00:00,1610612745,1610612759,0,240.0,105,94.0,40.0,0.426,24.0,5.0,0.208,31.0,20.0,0.645,23.0,11.0,16.0,3.0,13.0,16.0,25.0,124,83,46,0.554,34,17,0.5,19,15,0.789,30,19,6,6,23,9,37,102.64,101.36,0.452,0.488,0.575,10.717,0.302,0.657,2.96,12.826,15.785,18.745,0.735,102.299,122.336,-20.037,96.472,109.761,206.233
22200457,2022-12-19 20:00:00+00:00,1610612749,1610612740,1,240.0,128,81.0,45.0,0.556,40.0,13.0,0.325,31.0,25.0,0.806,26.0,18.0,8.0,6.0,8.0,21.0,36.0,119,99,42,0.424,45,18,0.4,24,17,0.708,30,15,0,9,20,17,27,104.64,107.56,0.636,0.676,0.578,17.202,0.229,0.515,5.578,7.438,19.524,13.946,0.679,122.324,110.636,11.688,104.708,103.737,208.445
22200456,2022-12-19 20:00:00+00:00,1610612750,1610612742,1,240.0,116,89.0,42.0,0.472,31.0,12.0,0.387,24.0,20.0,0.833,19.0,11.0,9.0,4.0,5.0,24.0,35.0,106,76,31,0.408,45,19,0.422,31,25,0.806,23,16,5,5,23,8,34,101.56,97.64,0.539,0.583,0.452,10.831,0.209,0.533,4.097,5.121,24.58,16.387,0.814,114.218,108.562,5.656,97.346,92.93,190.275
22200458,2022-12-19 20:00:00+00:00,1610612757,1610612760,0,240.0,121,88.0,44.0,0.5,37.0,16.0,0.432,21.0,17.0,0.81,26.0,16.0,14.0,2.0,5.0,28.0,31.0,123,88,40,0.455,31,11,0.355,37,32,0.865,20,12,5,7,21,11,28,99.24,105.28,0.591,0.622,0.591,16.123,0.333,0.517,1.9,4.749,26.596,11.398,0.738,121.927,116.831,5.095,105.489,76.35,181.84
22200455,2022-12-19 20:00:00+00:00,1610612759,1610612745,1,240.0,124,83.0,46.0,0.554,34.0,17.0,0.5,19.0,15.0,0.789,30.0,19.0,9.0,6.0,6.0,23.0,37.0,105,94,40,0.426,24,5,0.208,31,20,0.645,23,11,3,13,16,16,25,101.36,102.64,0.657,0.679,0.652,18.745,0.265,0.452,5.846,5.846,22.408,10.717,0.698,122.336,102.299,20.037,108.929,99.695,208.624
22200458,2022-12-19 20:00:00+00:00,1610612760,1610612757,1,240.0,123,88.0,40.0,0.455,31.0,11.0,0.355,37.0,32.0,0.865,20.0,12.0,11.0,5.0,7.0,21.0,28.0,121,88,44,0.5,37,16,0.432,21,17,0.81,26,16,2,5,28,14,31,105.28,99.24,0.517,0.59,0.5,11.398,0.262,0.591,5.038,7.054,21.161,16.123,0.667,116.831,121.927,-5.095,99.249,98.567,197.816
22200454,2022-12-19 19:30:00+00:00,1610612737,1610612753,1,240.0,126,94.0,48.0,0.511,32.0,12.0,0.375,20.0,18.0,0.9,29.0,10.0,6.0,3.0,7.0,18.0,35.0,125,95,45,0.474,34,12,0.353,25,23,0.92,29,8,8,8,17,10,35,106.8,104.0,0.574,0.613,0.604,9.363,0.146,0.537,2.885,6.731,17.308,7.692,0.778,117.978,120.192,-2.215,105.826,85.068,190.893
22200454,2022-12-19 19:30:00+00:00,1610612753,1610612737,0,240.0,125,95.0,45.0,0.474,34.0,12.0,0.353,25.0,23.0,0.92,29.0,8.0,10.0,8.0,8.0,17.0,35.0,126,94,48,0.511,32,12,0.375,20,18,0.9,29,10,3,7,18,6,35,104.0,106.8,0.537,0.59,0.644,7.692,0.222,0.574,7.491,7.491,15.918,9.363,0.854,120.192,117.978,2.215,111.931,108.636,220.567
22200452,2022-12-19 19:00:00+00:00,1610612739,1610612762,1,240.0,122,70.0,43.0,0.614,26.0,15.0,0.577,26.0,21.0,0.808,24.0,23.0,4.0,4.0,5.0,20.0,41.0,99,93,36,0.387,34,10,0.294,23,17,0.739,19,14,2,9,22,15,20,100.44,102.12,0.721,0.749,0.558,22.899,0.167,0.441,3.917,4.896,19.585,13.709,0.732,121.466,96.945,24.521,106.439,94.822,201.262
22200453,2022-12-19 19:00:00+00:00,1610612755,1610612761,1,265.0,104,80.0,32.0,0.4,42.0,15.0,0.357,27.0,25.0,0.926,22.0,16.0,4.0,1.0,8.0,21.0,37.0,101,88,37,0.42,40,11,0.275,20,16,0.8,24,16,3,6,20,9,41,103.88,103.8,0.494,0.566,0.688,15.402,0.089,0.483,0.963,7.707,20.231,15.414,0.804,100.116,97.303,2.813,91.129,89.714,180.843
22200453,2022-12-19 19:00:00+00:00,1610612761,1610612755,0,265.0,101,88.0,37.0,0.42,40.0,11.0,0.275,20.0,16.0,0.8,24.0,16.0,9.0,3.0,6.0,20.0,41.0,104,80,32,0.4,42,15,0.357,27,25,0.926,22,16,1,8,21,4,37,103.8,103.88,0.483,0.522,0.649,15.414,0.196,0.494,2.888,5.776,19.253,15.402,0.911,97.303,100.116,-2.813,91.822,93.937,185.759
22200452,2022-12-19 19:00:00+00:00,1610612762,1610612739,0,240.0,99,93.0,36.0,0.387,34.0,10.0,0.294,23.0,17.0,0.739,19.0,14.0,15.0,2.0,9.0,22.0,20.0,122,70,43,0.614,26,15,0.577,26,21,0.808,24,23,4,5,20,4,41,102.12,100.44,0.441,0.48,0.528,13.709,0.268,0.721,1.991,8.961,21.904,22.899,0.833,96.945,121.466,-24.521,88.423,96.071,184.493
22200451,2022-12-18 21:30:00+00:00,1610612747,1610612764,1,240.0,119,92.0,46.0,0.5,27.0,11.0,0.407,22.0,16.0,0.727,29.0,9.0,6.0,5.0,4.0,18.0,37.0,117,95,44,0.463,39,10,0.256,24,19,0.792,24,10,6,5,20,10,38,104.68,105.56,0.56,0.585,0.63,8.598,0.136,0.516,4.737,3.789,17.052,9.473,0.787,113.68,110.837,2.842,106.174,88.341,194.515
22200451,2022-12-18 21:30:00+00:00,1610612764,1610612747,0,240.0,117,95.0,44.0,0.463,39.0,10.0,0.256,24.0,19.0,0.792,24.0,10.0,10.0,6.0,5.0,20.0,38.0,119,92,46,0.5,27,11,0.407,22,16,0.727,29,9,5,4,18,6,37,105.56,104.68,0.516,0.554,0.545,9.473,0.213,0.56,5.732,4.776,19.106,8.598,0.864,110.837,113.68,-2.842,100.662,91.912,192.574
22200450,2022-12-18 20:00:00+00:00,1610612743,1610612766,1,240.0,119,94.0,43.0,0.457,33.0,11.0,0.333,34.0,22.0,0.647,33.0,14.0,15.0,3.0,6.0,17.0,40.0,115,96,41,0.427,38,12,0.316,23,21,0.913,26,11,7,7,26,12,36,107.96000000000001,105.12,0.516,0.546,0.767,12.968,0.294,0.49,2.854,5.708,16.172,10.464,0.769,110.226,109.399,0.827,105.182,88.397,193.579
